Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - soluble ug/L,<,5,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008019,2006-2007,06/02/2007 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - total ug/L,<,5,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - total ug/L,+,2,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - total ug/L,+,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008026,2007-2008,29/10/2007 12:11,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - total ug/L,<,5,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - total ug/L,<,1,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - total ug/L,+,0.7,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008030,2007-2008,25/06/2008 12:30,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - total ug/L,<,5,Micrograms/Litre,910,Low recovery rate for arsenic in laboratory spike,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - soluble ug/L,+,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - total ug/L,+,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - soluble ug/L,+,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - soluble ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,+,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Nickel as Ni - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008031,2008-2009,09/02/2009 11:15,Manual,,ALS Environmental,See Metadata in Project description,Metals,Zinc as Zn - total ug/L,+,10,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Arsenic as As - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Barium as Ba - total ug/L,+,4,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Cadmium as Cd - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Chromium as Cr - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - soluble ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Copper as Cu - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Iron as Fe - total ug/L,+,140,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - soluble ug/L,+,2,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Lead as Pb - total ug/L,<,1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Manganese as Mn - total ug/L,+,3,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Cape York,Endeavour,Endeavour River,JC107002,Wallaby Creek at Rossville Markets,-15.747083,145.265555,GDA2020,9008032,2008-2009,13/05/2009 13:25,Manual,,ALS Environmental,See Metadata in Project description,Metals,Mercury as Hg - total ug/L,<,0.1,Micrograms/Litre,910,,HEC Annan and Jeannie catchments water quality,Licence CC BY. Water quality data collected from six sites across the Annan and Jeannie River basins. Data include nutrient and metals collected from 2002 to 2012. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
